Brand,Model,Type,State,City,Gender,Size,Color,Material,Price (USD),Units Sold,Total Sales
Skechers,Elite Flex,Walking,Minnesota,Minneapolis,Men,9.5,Grey,Knit,70,75,26250
Nike,Air Force 1,Casual,Minnesota,Minneapolis,Men,9,White,Leather,90,75,33750
Adidas,NMD_R1,Lifestyle,Minnesota,Minneapolis,Women,7,Grey,Primeknit,140,200,100000
Reebok,Nano X1,Training,Minnesota,Minneapolis,Men,11.5,Black,Mesh,130,350,175000
Converse,Chuck 70,Casual,Minnesota,Minneapolis,Women,8.5,Cream,Canvas,85,200,80000
Puma,Suede Classic,Casual,Minnesota,Minneapolis,Men,10.5,Black/White,Suede,65,145,58000
Vans,Sk8-Hi,Skate,Minnesota,Minneapolis,Men,8,Black/White,Canvas,70,150,60000
New Balance,327,Lifestyle,Minnesota,Minneapolis,Women,8,White/Grey,Suede/Mesh,90,125,68750
Asics,Gel-Quantum 90,Running,Minnesota,Minneapolis,Men,10,Grey,Mesh,80,225,135000
Fila,Mindblower,Fashion,Minnesota,Minneapolis,Women,7,Pink,Leather/Synthetic,75,475,261250
Skechers,Max Cushioning,Walking,Minnesota,Minneapolis,Men,9.5,Black,Mesh,80,275,123750
Nike,React Infinity Run Flyknit 2,Running,Minnesota,Minneapolis,Women,6.5,Pink,Flyknit,160,225,101250
Adidas,Ultraboost DNA,Running,Minnesota,Minneapolis,Men,9.5,White,Primeknit,180,175,78750
Reebok,Zig Kinetica II,Running,Minnesota,Minneapolis,Women,8,Blue,Mesh,120,175,96250
Converse,Jack Purcell,Casual,Minnesota,Minneapolis,Men,9,White,Canvas,65,275,165000
Puma,Calibrate Runner,Running,Minnesota,Minneapolis,Women,7,Grey,Mesh,90,475,166250
Vans,Era,Skate,Minnesota,Minneapolis,Men,10,Black,Canvas,50,475,213750
New Balance,Fresh Foam Hierro v6,Trail Running,Minnesota,Minneapolis,Men,11.5,Green,Synthetic/Mesh,135,475,213750
Asics,Gel-Kayano 27,Running,Minnesota,Minneapolis,Women,8.5,Blue,Mesh,160,325,146250
Fila,Ray Tracer Evo,Fashion,Montana,Billings,Men,11,Black/White,Synthetic,75,275,137500
Skechers,Go Run Mojo,Running,Montana,Billings,Women,7.5,Black,Mesh,60,475,213750
Nike,Air Force 1,Casual,Montana,Billings,Men,11,White,Leather,90,525,183750
Adidas,NMD_R1,Running,Montana,Billings,Women,7,Pink,Primeknit,130,425,191250
Reebok,Nano 9,Training,Montana,Billings,Men,10.5,Black,Mesh,130,450,202500
Converse,Jack Purcell,Casual,Montana,Billings,Women,8.5,White,Canvas,65,300,135000
Puma,Clyde All-Pro,Basketball,Montana,Billings,Men,9,Black,Leather,130,225,112500
Vans,Sk8-Hi,Skate,Montana,Billings,Women,7.5,Black/White,Suede/Canvas,70,425,191250
New Balance,327,Casual,Montana,Billings,Men,9,Navy,Suede/Mesh,100,575,201250
Asics,Gel-Kinsei OG,Running,Montana,Billings,Women,7,White,Mesh,180,425,191250
Fila,Venom,Fashion,Montana,Billings,Men,11,Grey,Synthetic,75,425,191250
Skechers,GOrun 7+,Running,Montana,Billings,Women,8,Black/Pink,Mesh,95,325,146250
Nike,Blazer Mid '77,Casual,Montana,Billings,Men,12,White,Leather,100,200,100000
Adidas,Ultraboost DNA,Running,Montana,Billings,Women,6,Blue,Primeknit,180,400,180000
Reebok,Classic Nylon,Casual,Montana,Billings,Men,9.5,Black,Nylon,65,575,258750
Converse,Chuck 70,Casual,Montana,Billings,Women,9,Cream,Canvas,85,375,168750
Puma,Calibrate Runner,Running,Montana,Billings,Men,10,Black/Yellow,Mesh,120,400,180000
Vans,Era,Skate,Montana,Billings,Women,6.5,Red,Canvas,50,300,120000
New Balance,FuelCell Rebel V2,Running,Montana,Billings,Men,11,Black/Yellow,Mesh,110,200,90000
Asics,Gel-Venture 8,Trail Running,Montana,Billings,Women,8,Grey,Mesh,70,375,225000
Fila,Original Fitness,Casual,Montana,Billings,Men,10,White,Leather,70,575,230000
Skechers,Max Cushioning Premier,Walking,Montana,Billings,Women,7,Grey,Mesh,80,425,191250
Nike,React Infinity Run Flyknit,Running,Montana,Billings,Men,10.5,Blue,Flyknit,160,425,191250
Nike,React Infinity Run Flyknit,Running,Montana,Billings,Women,7,Black,Flyknit,160,325,130000
Adidas,Superstar,Casual,Montana,Billings,Men,10.5,White/Gold,Leather/Synthetic,85,225,101250
Reebok,Nano X1,Training,Montana,Billings,Women,8.5,Pink,Flexweave/Synthetic,130,400,240000
Converse,Chuck 70,Casual,Montana,Billings,Men,11.5,Yellow,Canvas,85,675,270000
Puma,Calibrate Runner,Running,Montana,Billings,Women,9,Grey,Mesh,80,525,236250
Vans,Sk8-Hi,Skate,Montana,Billings,Men,9,Black/White,Canvas/Suede,65,550,247500
New Balance,327,Lifestyle,Montana,Billings,Women,7,Blue,Suede/Mesh,90,425,170000
Asics,Gel-Quantum 90,Running,Montana,Billings,Men,9,Black/White,Mesh/Synthetic,80,300,135000
Fila,Mindblower,Fashion,Montana,Billings,Women,8,Pink,Leather/Synthetic,70,600,360000
Skechers,Go Run Mojo,Running,Montana,Billings,Men,8,Black,Mesh,60,750,300000
Nike,Air Force 1,Casual,Montana,Billings,Women,8.5,White,Leather,90,600,270000
Adidas,NMD_R1,Casual,Montana,Billings,Men,9.5,Black/White,Mesh,130,550,247500
Reebok,Floatride Energy 3,Running,Montana,Billings,Women,6.5,Black,Mesh,100,450,180000
Converse,All Star Pro BB,Basketball,Montana,Billings,Men,12,Red,Leather/Synthetic,120,475,213750
Puma,RS-2K,Lifestyle,Montana,Billings,Women,7.5,White,Leather/Synthetic,110,475,285000
Vans,Era,Skate,Montana,Billings,Men,8,Navy,Canvas,50,675,303750
New Balance,FuelCell Rebel v2,Running,Montana,Billings,Women,8.5,Pink,Mesh/Synthetic,130,625,343750
Asics,Gel-Kayano 27,Running,Montana,Billings,Men,10,Black,Mesh/Synthetic,160,500,250000
Fila,Trigate,Fashion,Montana,Billings,Women,9,Black,Leather/Synthetic,65,425,191250
Skechers,Go Walk 6,Walking,Montana,Billings,Men,9.5,Black,Mesh,60,425,233750
Nike,Air Force 1 '07,Casual,Montana,Billings,Men,11,White,Leather,90,400,240000
Adidas,NMD_R1,Lifestyle,Montana,Billings,Women,8,Pink/White,Primeknit,130,600,270000
Reebok,Nano X,Crossfit,Montana,Billings,Men,10.5,Black,Synthetic,130,600,300000
Converse,Chuck 70 High Top,Casual,Montana,Billings,Men,9.5,Black/White,Canvas,85,450,202500
Puma,Calibrate Runner,Running,Montana,Billings,Women,9,Blue/White,Mesh,90,400,180000
Vans,Sk8-Hi,Skate,Montana,Billings,Men,10,Black/White,Suede/Canvas,70,400,220000
New Balance,327,Lifestyle,Montana,Billings,Women,7.5,Green,Suede/Nylon,90,450,270000
Asics,Gel-Kayano 27,Running,Montana,Billings,Men,9.5,Grey,Mesh,160,550,247500
Fila,Mindblower,Fashion,Montana,Billings,Women,7.5,White/Blue,Leather/Synthetic,75,550,275000
Skechers,Elite Flex Wasick,Training,Montana,Billings,Men,8,Navy,Mesh,65,400,180000
Nike,Air Zoom Pegasus 38,Running,Montana,Billings,Women,6.5,Grey/Pink,Mesh,120,375,168750
Adidas,Ultraboost DNA,Running,Montana,Billings,Men,11.5,Black/White,Primeknit,180,350,192500
Reebok,Club C Revenge,Casual,Montana,Billings,Women,8.5,Pink/White,Leather,80,400,240000
Converse,Jack Purcell,Casual,Montana,Billings,Men,9,Navy,Canvas,65,575,230000
Puma,Clyde All-Pro,Basketball,Montana,Billings,Women,7,Black/White,Leather,130,575,258750
Vans,Era,Skate,Montana,Billings,Men,9.5,Red,Canvas,50,425,170000
New Balance,FuelCell Propel V3,Running,Montana,Billings,Women,8.5,Black,Mesh,90,425,170000
Asics,Gel-Nimbus Lite 2,Running,Montana,Billings,Men,10,Black,Mesh,150,375,206250
Fila,V94M,Fashion,Montana,Billings,Women,8.5,White/Blue,Leather/Synthetic,75,475,285000
Nike,Air Force 1 '07,Casual,Montana,Billings,Men,11,White,Leather,90,675,303750
Adidas,NMD_R1,Lifestyle,Montana,Billings,Women,8,Pink/White,Primeknit,130,675,337500
Reebok,Nano X,Crossfit,Montana,Billings,Men,10.5,Black,Synthetic,130,475,213750
Converse,Chuck 70 High Top,Casual,Montana,Billings,Men,9.5,Black/White,Canvas,85,475,213750
Puma,Calibrate Runner,Running,Montana,Billings,Women,9,Blue/White,Mesh,90,400,220000
Vans,Sk8-Hi,Skate,Montana,Billings,Men,10,Black/White,Suede/Canvas,70,500,300000
New Balance,327,Lifestyle,Montana,Billings,Women,7.5,Green,Suede/Nylon,90,700,140000
Asics,Gel-Kayano 27,Running,Montana,Billings,Men,9.5,Grey,Mesh,160,700,210000
Fila,Mindblower,Fashion,Montana,Billings,Women,7.5,White/Blue,Leather/Synthetic,75,500,150000
Skechers,Elite Flex Wasick,Training,Montana,Billings,Men,8,Navy,Mesh,65,500,175000
Nike,Air Zoom Pegasus 38,Running,Tennessee,Knoxville,Women,6.5,Grey/Pink,Mesh,120,350,140000
Adidas,Ultraboost DNA,Running,Tennessee,Knoxville,Men,11.5,Black/White,Primeknit,180,500,175000
Reebok,Club C Revenge,Casual,Tennessee,Knoxville,Women,8.5,Pink/White,Leather,80,650,162500
Converse,Jack Purcell,Casual,Tennessee,Knoxville,Men,9,Navy,Canvas,65,625,218750
Puma,Clyde All-Pro,Basketball,Tennessee,Knoxville,Women,7,Black/White,Leather,130,450,157500
Vans,Era,Skate,Tennessee,Knoxville,Men,9.5,Red,Canvas,50,400,140000
New Balance,FuelCell Propel V3,Running,Tennessee,Knoxville,Women,8.5,Black,Mesh,90,275,110000
Asics,Gel-Nimbus Lite 2,Running,Tennessee,Knoxville,Men,10,Black,Mesh,150,475,166250
Fila,V94M,Fashion,Tennessee,Knoxville,Women,8.5,White/Blue,Leather/Synthetic,75,650,195000
Nike,Air Force 1,Casual,Tennessee,Knoxville,Men,11,White,Leather,90,650,260000
Adidas,NMD_R1,Lifestyle,Tennessee,Knoxville,Women,7.5,Pink,Primeknit,130,475,142500
Reebok,Nano X1,Crossfit,Tennessee,Knoxville,Men,9.5,Grey,Knit,130,375,131250
Converse,Chuck 70,Casual,Tennessee,Knoxville,Women,9.5,Black,Canvas,85,275,110000
Puma,Calibrate,Running,Tennessee,Knoxville,Men,10,Grey,Mesh,120,425,148750
Vans,SK8-Hi,Skate,Tennessee,Knoxville,Men,8,Red/White,Suede/Canvas,70,675,135000
New Balance,327,Lifestyle,Tennessee,Knoxville,Women,6.5,Purple,Suede/Mesh,100,675,168750
Asics,Gel-Quantum 180,Running,Tennessee,Knoxville,Men,11.5,Black,Mesh,120,500,100000
Fila,Trailblazer,Fashion,Tennessee,Knoxville,Women,8,Brown,Leather,75,400,100000
Skechers,Max Cushioning,Running,Tennessee,Knoxville,Women,7.5,Navy,Mesh,90,300,90000
Nike,Air Zoom Pegasus 38,Running,Tennessee,Knoxville,Men,9.5,Blue,Mesh,120,575,143750
Adidas,Superstar,Casual,Tennessee,Knoxville,Women,8.5,White/Black,Leather,85,725,108750
Reebok,Classic Nylon,Casual,Tennessee,Knoxville,Men,10,Grey,Nylon,65,750,187500
Converse,Jack Purcell,Casual,Tennessee,Knoxville,Men,9.5,White,Canvas,65,600,120000
Puma,RS-2K,Lifestyle,Tennessee,Knoxville,Women,7.5,Black,Mesh/Suede,110,525,157500
Vans,Slip-On,Skate,Tennessee,Knoxville,Men,9,Black/White,Canvas,50,425,191250
New Balance,FuelCell Rebel v2,Running,Tennessee,Knoxville,Women,9,Green/Black,Mesh,130,775,310000
Asics,Gel-Kayano Lite,Running,Tennessee,Knoxville,Men,9,Grey,Mesh,160,775,310000
Fila,Mindblower,Fashion,Tennessee,Knoxville,Women,7.5,White,Leather,75,775,348750
Skechers,D'Lites,Walking,Tennessee,Knoxville,Men,11,White,Leather,65,650,260000
Nike,Air Max 97,Running,Tennessee,Knoxville,Women,8,Silver,Leather/Synthetic,170,600,240000
Nike,Air Force 1,Lifestyle,Tennessee,Knoxville,Men,11,White,Leather,90,500,225000
Adidas,Yeezy Boost 350,Lifestyle,Tennessee,Knoxville,Women,8.5,Clay Brown,Primeknit,220,875,437500
Reebok,Nano X,Training,Tennessee,Knoxville,Men,9.5,Black/Red,Synthetic/Mesh,130,825,330000
Converse,Chuck 70,Casual,Tennessee,Knoxville,Women,7,Natural Ivory,Canvas,85,825,371250
Puma,Cali Sport,Lifestyle,Tennessee,Knoxville,Men,10,Black/White,Leather/Synthetic,80,975,390000
Vans,Sk8-Hi,Skate,Tennessee,Knoxville,Women,9,Red/White,Suede/Canvas,70,575,230000
New Balance,FuelCell Rebel v2,Running,Tennessee,Knoxville,Men,8.5,Blue/Orange,Mesh,130,550,247500
Asics,Gel-Cumulus 23,Running,Tennessee,Knoxville,Women,7.5,White/Black,Mesh,120,825,453750
Fila,D-Formation,Fashion,Tennessee,Knoxville,Men,11,White/Navy,Leather/Synthetic,65,775,348750
Skechers,Max Cushioning Premier,Running,Tennessee,Knoxville,Women,6.5,Black/White,Mesh,90,775,426250
Nike,Air Zoom Pegasus 38,Running,Tennessee,Knoxville,Men,12,Black,Mesh,120,950,475000
Adidas,Superstar,Casual,Tennessee,Knoxville,Women,7.5,Cloud White,Leather,80,475,213750
Reebok,Classic Nylon,Casual,Tennessee,Knoxville,Men,10.5,Collegiate Navy,Nylon/Suede,65,475,237500
Converse,Jack Purcell,Casual,Tennessee,Knoxville,Women,8,Black/White,Canvas,65,725,398750
Puma,Suede Classic,Lifestyle,Tennessee,Knoxville,Men,8.5,Black/White,Suede,65,675,337500
Vans,Era,Skate,Tennessee,Knoxville,Women,6,Black/White,Canvas,50,625,312500
New Balance,Fresh Foam Hierro v6,Trail,Tennessee,Knoxville,Men,10,Black/Red,Mesh/Synthetic,135,675,371250
Asics,Gel-Excite 8,Running,Tennessee,Knoxville,Women,9,Black,Mesh,75,400,220000
Fila,Mindblower,Fashion,Tennessee,Knoxville,Men,12,White/Navy/Red,Synthetic/Leather,65,400,200000
Nike,Air Force 1,Casual,Tennessee,Knoxville,Men,9,White,Leather,90,625,281250
Adidas,NMD_R1,Lifestyle,Tennessee,Knoxville,Women,8,Black,Primeknit,140,575,201250
Reebok,Nano X,Crossfit,Tennessee,Knoxville,Men,10.5,Black,Mesh,130,575,201250
Converse,Jack Purcell,Casual,Tennessee,Knoxville,Men,8.5,White,Canvas,70,525,210000
Puma,Calibrate Runner,Running,Tennessee,Knoxville,Women,7,Grey,Mesh,80,375,150000
Vans,Sk8-Hi,Skate,Tennessee,Knoxville,Men,10.5,Black/White,Canvas/Suede,70,350,122500
New Balance,FuelCell Rebel v2,Running,Tennessee,Knoxville,Women,9,White/Green,Mesh,130,525,236250
Asics,Gel-Quantum 360 6,Running,Tennessee,Knoxville,Men,9.5,Blue,Mesh,150,675,202500
Fila,Mindblower,Fashion,Tennessee,Knoxville,Women,8.5,Pink,Leather,80,675,202500
Skechers,Go Walk 5,Walking,Tennessee,Knoxville,Men,11,Black,Mesh,65,600,330000
Nike,React Infinity Run Flyknit 2,Running,Tennessee,Knoxville,Women,8.5,Pink,Flyknit,160,475,261250
Adidas,Ultraboost DNA,Running,Tennessee,Knoxville,Men,8.5,White,Primeknit,180,450,247500
Reebok,Aztrek 96,Casual,Tennessee,Knoxville,Women,7.5,Yellow,Leather/Synthetic,90,650,422500
Converse,Chuck 70,Casual,Tennessee,Knoxville,Men,7,Red,Canvas,85,800,440000
Puma,Mirage Sport,Lifestyle,Tennessee,Knoxville,Women,6,Pink,Leather,90,800,440000
Vans,Era,Skate,Tennessee,Knoxville,Men,9.5,Black/White,Canvas,50,700,420000
New Balance,Fresh Foam 880v11,Running,Tennessee,Knoxville,Women,10,Grey,Mesh,130,550,330000
Asics,Gel-Kayano Lite,Running,Tennessee,Knoxville,Men,9.5,Black,Mesh,160,500,275000
Fila,Venom 94,Fashion,Tennessee,Knoxville,Women,7.5,White,Leather,70,750,487500
Skechers,Summits,Training,Tennessee,Knoxville,Men,8,Grey,Mesh,55,425,148750
Nike,Air Max 97,Running,Tennessee,Knoxville,Women,7.5,Silver,Leather,170,225,78750
